output,target,name
-5.515146255493164,0.0,Aoki_1108_65_100_0000_120
-4.989309787750244,0.0,Aoki_1108_65_100_0000_135
-4.586757183074951,0.0,Aoki_1108_65_100_0000_150
-5.130918025970459,0.0,Aoki_1108_65_100_0001_120
-4.522589683532715,0.0,Aoki_1108_65_100_0001_135
-3.7731497287750244,0.0,Aoki_1108_65_100_0001_150
-4.546713352203369,0.0,Aoki_1108_65_100_0002_120
-4.104923248291016,0.0,Aoki_1108_65_100_0002_135
-3.7125043869018555,0.0,Aoki_1108_65_100_0002_150
-3.9467155933380127,0.0,Aoki_1108_65_100_0003_120
-3.8080101013183594,0.0,Aoki_1108_65_100_0003_135
-4.07461404800415,0.0,Aoki_1108_65_100_0003_150
-3.801865339279175,0.0,Aoki_1108_65_100_0004_120
-4.129439830780029,0.0,Aoki_1108_65_100_0004_135
-4.929821491241455,0.0,Aoki_1108_65_100_0004_150
-5.359182357788086,0.0,Aoki_1108_65_100_0100_120
-4.35695743560791,0.0,Aoki_1108_65_100_0100_135
-3.9958651065826416,1.0,Aoki_1108_65_100_0100_150
-5.147497653961182,0.0,Aoki_1108_65_100_0101_120
-4.382233619689941,0.0,Aoki_1108_65_100_0101_135
-3.5401296615600586,1.0,Aoki_1108_65_100_0101_150
-4.774837970733643,0.0,Aoki_1108_65_100_0102_120
-4.146927833557129,0.0,Aoki_1108_65_100_0102_135
-2.9808201789855957,0.0,Aoki_1108_65_100_0102_150
-4.2883687019348145,0.0,Aoki_1108_65_100_0103_120
-3.6856613159179688,0.0,Aoki_1108_65_100_0103_135
-2.380835771560669,0.0,Aoki_1108_65_100_0103_150
-3.4496021270751953,0.0,Aoki_1108_65_100_0104_120
-2.9459569454193115,0.0,Aoki_1108_65_100_0104_135
-1.7952231168746948,0.0,Aoki_1108_65_100_0104_150
-5.195674896240234,0.0,Aoki_1108_65_100_0200_120
-4.263506889343262,1.0,Aoki_1108_65_100_0200_135
-3.492359161376953,1.0,Aoki_1108_65_100_0200_150
-4.738243103027344,0.0,Aoki_1108_65_100_0201_120
-3.879333019256592,1.0,Aoki_1108_65_100_0201_135
-3.0453250408172607,1.0,Aoki_1108_65_100_0201_150
-4.058070182800293,0.0,Aoki_1108_65_100_0202_120
-2.6998884677886963,0.0,Aoki_1108_65_100_0202_135
-0.5179905295372009,1.0,Aoki_1108_65_100_0202_150
-3.4340450763702393,0.0,Aoki_1108_65_100_0203_120
-2.1471526622772217,1.0,Aoki_1108_65_100_0203_135
0.9063750505447388,1.0,Aoki_1108_65_100_0203_150
-2.3436763286590576,0.0,Aoki_1108_65_100_0204_120
-0.4940936863422394,1.0,Aoki_1108_65_100_0204_135
0.7836994528770447,0.0,Aoki_1108_65_100_0204_150
-3.770587205886841,0.0,Aoki_1108_65_100_0300_120
-2.5904855728149414,0.0,Aoki_1108_65_100_0300_135
-2.5013763904571533,1.0,Aoki_1108_65_100_0300_150
-3.430530071258545,0.0,Aoki_1108_65_100_0301_120
-2.618697166442871,1.0,Aoki_1108_65_100_0301_135
-2.1717543601989746,1.0,Aoki_1108_65_100_0301_150
-2.9689507484436035,1.0,Aoki_1108_65_100_0302_120
-1.905772089958191,1.0,Aoki_1108_65_100_0302_135
-1.0694570541381836,1.0,Aoki_1108_65_100_0302_150
-3.0896100997924805,1.0,Aoki_1108_65_100_0303_120
-2.0315380096435547,1.0,Aoki_1108_65_100_0303_135
0.0006484994664788246,1.0,Aoki_1108_65_100_0303_150
-2.4544296264648438,0.0,Aoki_1108_65_100_0304_120
-1.1298296451568604,0.0,Aoki_1108_65_100_0304_135
1.307757019996643,0.0,Aoki_1108_65_100_0304_150
-3.4240732192993164,0.0,Aoki_1108_65_100_0400_120
-2.5036747455596924,0.0,Aoki_1108_65_100_0400_135
-2.9461476802825928,1.0,Aoki_1108_65_100_0400_150
-3.133247137069702,0.0,Aoki_1108_65_100_0401_120
-2.4287965297698975,1.0,Aoki_1108_65_100_0401_135
-2.6308510303497314,1.0,Aoki_1108_65_100_0401_150
-2.6311821937561035,1.0,Aoki_1108_65_100_0402_120
-2.3243093490600586,1.0,Aoki_1108_65_100_0402_135
-2.2048280239105225,1.0,Aoki_1108_65_100_0402_150
-3.132772445678711,0.0,Aoki_1108_65_100_0403_120
-2.6425259113311768,0.0,Aoki_1108_65_100_0403_135
-1.1257867813110352,0.0,Aoki_1108_65_100_0403_150
-2.137868642807007,0.0,Aoki_1108_65_100_0404_120
-0.5473537445068359,0.0,Aoki_1108_65_100_0404_135
0.10648240894079208,0.0,Aoki_1108_65_100_0404_150
-3.206834316253662,0.0,Aoki_1108_65_100_0500_120
-3.3044686317443848,0.0,Aoki_1108_65_100_0500_135
-3.5384879112243652,0.0,Aoki_1108_65_100_0500_150
-2.628324508666992,1.0,Aoki_1108_65_100_0501_120
-2.419503688812256,0.0,Aoki_1108_65_100_0501_135
-2.8764865398406982,0.0,Aoki_1108_65_100_0501_150
-2.0703060626983643,0.0,Aoki_1108_65_100_0502_120
-2.5695059299468994,0.0,Aoki_1108_65_100_0502_135
-3.2410483360290527,1.0,Aoki_1108_65_100_0502_150
-3.0744709968566895,0.0,Aoki_1108_65_100_0503_120
-3.3223094940185547,0.0,Aoki_1108_65_100_0503_135
-2.798018455505371,0.0,Aoki_1108_65_100_0503_150
-2.9183359146118164,0.0,Aoki_1108_65_100_0504_120
-3.356670379638672,0.0,Aoki_1108_65_100_0504_135
-2.6956300735473633,0.0,Aoki_1108_65_100_0504_150
-2.613774299621582,0.0,Aoki_1108_65_100_0600_120
-3.670799493789673,0.0,Aoki_1108_65_100_0600_135
-4.517850875854492,0.0,Aoki_1108_65_100_0600_150
-2.840127944946289,0.0,Aoki_1108_65_100_0601_120
-3.2732954025268555,1.0,Aoki_1108_65_100_0601_135
-4.230239391326904,0.0,Aoki_1108_65_100_0601_150
-2.976728916168213,0.0,Aoki_1108_65_100_0602_120
-3.3150622844696045,0.0,Aoki_1108_65_100_0602_135
-5.138327598571777,0.0,Aoki_1108_65_100_0602_150
-3.4984700679779053,0.0,Aoki_1108_65_100_0603_120
-3.8949525356292725,0.0,Aoki_1108_65_100_0603_135
-5.1165571212768555,0.0,Aoki_1108_65_100_0603_150
-3.0259506702423096,0.0,Aoki_1108_65_100_0604_120
-3.8422887325286865,0.0,Aoki_1108_65_100_0604_135
-4.093993186950684,0.0,Aoki_1108_65_100_0604_150
-1.1318565607070923,0.0,Aoki_1108_65_100_0700_120
-2.7152609825134277,0.0,Aoki_1108_65_100_0700_135
-3.8915958404541016,0.0,Aoki_1108_65_100_0700_150
-2.7248778343200684,0.0,Aoki_1108_65_100_0701_120
-4.173316955566406,0.0,Aoki_1108_65_100_0701_135
-4.568735122680664,0.0,Aoki_1108_65_100_0701_150
-4.017354488372803,0.0,Aoki_1108_65_100_0702_120
-4.381547927856445,0.0,Aoki_1108_65_100_0702_135
-5.273176193237305,0.0,Aoki_1108_65_100_0702_150
-4.450734615325928,0.0,Aoki_1108_65_100_0703_120
-5.330318450927734,0.0,Aoki_1108_65_100_0703_135
-6.324365139007568,0.0,Aoki_1108_65_100_0703_150
-3.9123189449310303,0.0,Aoki_1108_65_100_0704_120
-5.462152004241943,0.0,Aoki_1108_65_100_0704_135
-5.736011028289795,0.0,Aoki_1108_65_100_0704_150
-4.869775295257568,1.0,Aoki_1108_65_120_0000_120
-4.361179351806641,0.0,Aoki_1108_65_120_0000_135
-4.121639251708984,1.0,Aoki_1108_65_120_0000_150
-3.105919122695923,1.0,Aoki_1108_65_120_0001_120
-2.798245429992676,0.0,Aoki_1108_65_120_0001_135
-2.6081302165985107,0.0,Aoki_1108_65_120_0001_150
-2.9254748821258545,0.0,Aoki_1108_65_120_0002_120
-2.861034393310547,0.0,Aoki_1108_65_120_0002_135
-2.8151514530181885,0.0,Aoki_1108_65_120_0002_150
-2.7417519092559814,0.0,Aoki_1108_65_120_0003_120
-2.5005412101745605,0.0,Aoki_1108_65_120_0003_135
-2.802656888961792,0.0,Aoki_1108_65_120_0003_150
-2.740044355392456,0.0,Aoki_1108_65_120_0004_120
-3.0545706748962402,0.0,Aoki_1108_65_120_0004_135
-3.9865691661834717,0.0,Aoki_1108_65_120_0004_150
-4.182143211364746,1.0,Aoki_1108_65_120_0100_120
-3.166454553604126,1.0,Aoki_1108_65_120_0100_135
-2.9231350421905518,1.0,Aoki_1108_65_120_0100_150
-2.5644147396087646,0.0,Aoki_1108_65_120_0102_120
-2.3237340450286865,1.0,Aoki_1108_65_120_0102_135
-1.5776450634002686,1.0,Aoki_1108_65_120_0102_150
-2.3840584754943848,0.0,Aoki_1108_65_120_0103_120
-2.55118465423584,1.0,Aoki_1108_65_120_0103_135
-1.6678589582443237,1.0,Aoki_1108_65_120_0103_150
-1.6323250532150269,1.0,Aoki_1108_65_120_0104_120
