output,target,name
-12.485614776611328,0.0,Aoki_1108_65_100_0000_120
-11.222220420837402,0.0,Aoki_1108_65_100_0000_135
-4.646574974060059,0.0,Aoki_1108_65_100_0000_150
-8.895992279052734,0.0,Aoki_1108_65_100_0001_120
-6.223627090454102,0.0,Aoki_1108_65_100_0001_135
-1.4026259183883667,0.0,Aoki_1108_65_100_0001_150
-9.16490364074707,0.0,Aoki_1108_65_100_0002_120
-8.684062004089355,0.0,Aoki_1108_65_100_0002_135
-6.2282209396362305,0.0,Aoki_1108_65_100_0002_150
-10.123680114746094,0.0,Aoki_1108_65_100_0003_120
-10.842634201049805,0.0,Aoki_1108_65_100_0003_135
-8.82928466796875,0.0,Aoki_1108_65_100_0003_150
-9.712019920349121,0.0,Aoki_1108_65_100_0004_120
-4.280413627624512,0.0,Aoki_1108_65_100_0004_135
-7.323646545410156,0.0,Aoki_1108_65_100_0004_150
-4.004500865936279,0.0,Aoki_1108_65_100_0100_120
-1.8077404499053955,0.0,Aoki_1108_65_100_0100_135
-8.874760627746582,1.0,Aoki_1108_65_100_0100_150
-7.099630355834961,0.0,Aoki_1108_65_100_0101_120
-7.759769916534424,0.0,Aoki_1108_65_100_0101_135
-0.9900325536727905,1.0,Aoki_1108_65_100_0101_150
-6.439217567443848,0.0,Aoki_1108_65_100_0102_120
-3.9497973918914795,0.0,Aoki_1108_65_100_0102_135
-1.9540399312973022,0.0,Aoki_1108_65_100_0102_150
-8.084843635559082,0.0,Aoki_1108_65_100_0103_120
-5.541665077209473,0.0,Aoki_1108_65_100_0103_135
-4.9613518714904785,0.0,Aoki_1108_65_100_0103_150
-8.179317474365234,0.0,Aoki_1108_65_100_0104_120
-7.2145843505859375,0.0,Aoki_1108_65_100_0104_135
-6.522807598114014,0.0,Aoki_1108_65_100_0104_150
-1.7198745012283325,0.0,Aoki_1108_65_100_0200_120
-0.4837466776371002,1.0,Aoki_1108_65_100_0200_135
-7.74284553527832,1.0,Aoki_1108_65_100_0200_150
-5.951777458190918,0.0,Aoki_1108_65_100_0201_120
-2.6147727966308594,1.0,Aoki_1108_65_100_0201_135
-7.202008247375488,1.0,Aoki_1108_65_100_0201_150
-0.6694092154502869,0.0,Aoki_1108_65_100_0202_120
-4.717691421508789,0.0,Aoki_1108_65_100_0202_135
-8.1802339553833,1.0,Aoki_1108_65_100_0202_150
-1.6527574062347412,0.0,Aoki_1108_65_100_0203_120
-4.521227836608887,1.0,Aoki_1108_65_100_0203_135
-3.956328868865967,1.0,Aoki_1108_65_100_0203_150
-1.458075761795044,0.0,Aoki_1108_65_100_0204_120
